android.sensor.accelerometer#mean,android.sensor.accelerometer#max,android.sensor.accelerometer#min,android.sensor.accelerometer#std,android.sensor.gyroscope#mean,android.sensor.gyroscope#max,android.sensor.gyroscope#min,android.sensor.gyroscope#std,android.sensor.gyroscope_uncalibrated#mean,android.sensor.gyroscope_uncalibrated#max,android.sensor.gyroscope_uncalibrated#min,android.sensor.gyroscope_uncalibrated#std,target,libTarget
9.867679861893835,10.858719436180108,0.10514624370277542,0.6482840768124464,0.18863686736082005,0.28886181363625213,0.10514624370277542,0.06586981324813065,0.19574613673651162,0.334441693286316,0.10489222478228234,0.06586981324813065,0,0.0
10.062977371156007,11.532474943235394,0.05954432635205868,1.1255006847260522,0.4565035719309055,1.2356285155450162,0.05954432635205868,0.3662726007255531,0.45109814713376994,1.234939383443166,0.049843703016199385,0.3662726007255531,0,0.0
10.206415032320901,11.088302280429922,0.04997647396275623,0.6293644214750166,0.24650587940378044,0.7212056235819924,0.04997647396275623,0.22011950487434684,0.23046315526339295,0.713915107836662,0.0405764812058824,0.22011950487434684,0,0.0
9.505787481406418,10.625526729637329,0.042968255571973056,0.7341237655176974,0.11298814690524953,0.1957440782405046,0.042968255571973056,0.042980616215268976,0.10480501197019647,0.1710933795489843,0.04039154590895038,0.042980616215268976,0,0.0
10.103103678313731,11.935340672923765,0.049905111667189576,1.1207888305937028,0.3055410717275189,0.6730068972569483,0.049905111667189576,0.19189950567516303,0.32032697819384576,0.7287895257124503,0.07632649736094349,0.19189950567516303,0,0.0
10.352828378909168,11.47657650591738,0.24717375126545493,0.6678253231548229,0.38738407921006246,0.7565853498750331,0.24717375126545493,0.21834562121415763,0.36739235514231,0.8726486625007327,0.11188082058841438,0.21834562121415763,0,0.0
10.122930455330264,11.310554288175192,0.0700464998354184,0.7234165000549866,0.34752436365293804,0.7162126415517025,0.0700464998354184,0.1912994738706553,0.37990817088447637,0.6868793139478244,0.22857698555979705,0.1912994738706553,0,0.0
9.740978437144877,11.083903706165847,0.033920166669887994,0.6071588669029376,0.2906945666317252,0.9407907451016034,0.033920166669887994,0.3129782161530201,0.33555404388664484,1.0120543037127652,0.03690152571548182,0.3129782161530201,0,0.0
9.73492383348393,10.742442895395486,0.13374884413676405,0.5140623324393994,0.250287130364968,0.36446945793751906,0.13374884413676405,0.12100313998513525,0.23245042741527175,0.5226303999092747,0.08082953194358558,0.12100313998513525,0,0.0
9.744909811625053,10.705910546768662,0.01858031542409038,0.6987729940135753,0.32699003162906126,0.5195548773173344,0.01858031542409038,0.24791011335764948,0.33657237787420335,0.820532560804447,0.06774090763287392,0.24791011335764948,0,0.0
10.089402396302074,11.420876036311206,0.19773982571168328,0.7912063712218305,0.43956172450093495,0.926804147745425,0.19773982571168328,0.18739377995534726,0.45019245806908187,0.883815928299154,0.18995001298640748,0.18739377995534726,0,0.0
9.928547961534658,10.618679083018069,0.13883571434793524,0.5848868342221238,0.30471999863545607,0.5183193291177193,0.13883571434793524,0.14206828077098968,0.27559574901527845,0.5155178789938168,0.02795852199603811,0.14206828077098968,0,0.0
10.255345236521611,13.33394233308329,0.07475183392378343,1.4432858545482128,0.6840653702807971,2.5657195293259907,0.07475183392378343,0.8057649177320703,0.744212788048196,2.699478474880721,0.16784588429488298,0.8057649177320703,0,1.0
9.63552309249918,10.161085601344775,0.08145409850964908,0.5745185498461864,0.7181038842174029,2.381721988132167,0.08145409850964908,0.7586956384596377,0.7058033009917943,2.2435869234856662,0.09732261005485131,0.7586956384596377,0,1.0
9.862181765388282,10.384743545524888,0.06278753334513466,0.5780637161978103,0.4484922094615409,1.2933561039967145,0.06278753334513466,0.4024635810478676,0.503462584077985,1.5718232660314044,0.08034342720111279,0.4024635810478676,0,1.0
10.067233912049668,11.822672663792302,0.20724579663051496,0.760207469000279,0.4785483910220263,1.0028543739759443,0.20724579663051496,0.23611903397974154,0.4840826163212551,0.9877303427602849,0.21681059527940158,0.23611903397974154,0,1.0
9.587145675181281,10.475555610510831,0.11098268880826381,0.8455500284945942,0.4161656675193817,1.5497222867246272,0.11098268880826381,0.5501201848202517,0.4426441298341235,1.5755537140090035,0.09815053892804236,0.5501201848202517,0,0.0
9.641869968927368,10.895261232332643,0.11280205314706224,0.549918501979724,0.27312166804525684,0.5194108387389077,0.11280205314706224,0.10740754499091514,0.22356659077144095,0.474571768103595,0.10776518156133322,0.10740754499091514,0,0.0
9.748564898575516,10.424314570509953,0.05280966817616995,0.36317052057528226,0.37137303637409136,1.1190927632181376,0.05280966817616995,0.3033521195472603,0.34071606121531367,0.8885373426706455,0.01840138367495158,0.3033521195472603,0,0.0
8.387885116475683,9.74631521651392,0.4934935949956921,1.2980679628733067,0.6524888165266693,0.7900019681758141,0.4934935949956921,0.26932414931156556,1.3229835624069786,1.6643255088529885,0.9157416374356211,0.26932414931156556,1,1.0
9.032822034533618,10.978829634265985,0.4643811609020233,1.169918503787165,1.004216252044207,1.3392642572554,0.4643811609020233,0.5592684456712,1.6846833179650393,2.243262671990611,0.6885497165043034,0.5592684456712,1,1.0
10.011990657135716,13.386868744447327,0.40611779085710326,2.0942514133756505,0.551390661327367,0.6320657147966496,0.40611779085710326,0.5592490973219434,0.8575300351034392,1.7064856442819953,0.19475587080502335,0.5592490973219434,1,1.0
9.1910759905629,11.287276910413814,0.5984462564173922,1.222771451023276,1.072230189415762,1.5788863123335752,0.5984462564173922,0.27867703822527257,0.9065329696939592,1.3484279759937439,0.4828900441788907,0.27867703822527257,1,1.0
10.205277165356929,11.899174484720165,0.31692562359852183,1.5173383346089748,0.44018149881505697,0.6890956666276331,0.31692562359852183,0.22401522253175554,0.3502773795506927,0.6694127043749493,0.0967271898313289,0.22401522253175554,1,1.0
10.510666785503805,13.092647807538015,0.21006505831416372,2.1592015005265073,0.5974633021732443,0.9649963989901709,0.21006505831416372,0.5161165875525981,1.1311768291257827,1.8320582289336418,0.5120056551277469,0.5161165875525981,1,1.0
